Ship_Mode,Segment,Country,City,State,Postal_Code,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Fecha_Estimada,Anio,Mes,Margen_Profit,Venta_Promedio_Unidad,Rango_Descuento
Standard Class,Home Office,United States,Bellevue,Washington,98006,West,Office Supplies,Supplies,25.35,3,0.0,7.605,2015-09-16,2015,9,0.3,8.450000000000001,0%
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,119.04,6,0.0,30.9504,2015-09-16,2015,9,0.25999999999999995,19.84,0%
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Furnishings,22.14,3,0.0,6.4206,2015-09-16,2015,9,0.29,7.38,0%
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,13.98,2,0.0,6.0114,2015-09-16,2015,9,0.43,6.99,0%
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,43.41,1,0.0,19.9686,2015-09-17,2015,9,0.46,43.41,0%
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,6.24,3,0.0,2.6208,2015-09-17,2015,9,0.42,2.08,0%
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,465.16,2,0.0,120.9416,2015-09-17,2015,9,0.25999999999999995,232.58,0%
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,7.98,1,0.0,3.99,2015-09-17,2015,9,0.5,7.98,0%
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,2.394,1,0.8,-6.3441,2015-09-17,2015,9,-2.65,2.394,61%-80%
Same Day,Home Office,United States,Marietta,Georgia,30062,South,Office Supplies,Paper,58.32,9,0.0,27.9936,2015-09-17,2015,9,0.48,6.48,0%
Same Day,Home Office,United States,Marietta,Georgia,30062,South,Technology,Phones,200.97,3,0.0,50.2425,2015-09-17,2015,9,0.25,66.99,0%
Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,21.36,8,0.0,8.1168,2015-09-17,2015,9,0.38,2.67,0%
Standard Class,Corporate,United States,Plano,Texas,75023,Central,Office Supplies,Labels,9.856,4,0.2,3.4496,2015-09-17,2015,9,0.35000000000000003,2.464,1%-20%
Second Class,Home Office,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,3.444,1,0.7,-2.5256,2015-09-17,2015,9,-0.7333333333333333,3.444,61%-80%
Second Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,384.592,2,0.2,-81.7258,2015-09-18,2015,9,-0.21250000000000002,192.296,1%-20%
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Envelopes,22.92,3,0.0,11.2308,2015-09-18,2015,9,0.49,7.640000000000001,0%
Second Class,Consumer,United States,Richmond,Indiana,47374,Central,Office Supplies,Binders,11.36,4,0.0,5.5664,2015-09-18,2015,9,0.49,2.84,0%
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,14.592,3,0.2,4.9248,2015-09-18,2015,9,0.3375,4.864,1%-20%
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,41.4,4,0.0,19.872,2015-09-18,2015,9,0.48000000000000004,10.35,0%
First Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,442.372,7,0.8,-729.9138,2015-09-18,2015,9,-1.6500000000000001,63.196000000000005,61%-80%
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,34.5,3,0.0,15.525,2015-09-18,2015,9,0.45,11.5,0%
Same Day,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,28.85,5,0.0,14.425,2015-09-18,2015,9,0.5,5.7700000000000005,0%
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,3.488,2,0.2,1.1772,2015-09-18,2015,9,0.3375,1.744,1%-20%
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,143.856,9,0.2,48.5514,2015-09-18,2015,9,0.3375,15.984,1%-20%
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Technology,Phones,311.98,2,0.0,93.594,2015-09-19,2015,9,0.3,155.99,0%
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Binders,22.45,5,0.0,10.327,2015-09-19,2015,9,0.46,4.49,0%
Standard Class,Corporate,United States,Oakland,California,94601,West,Technology,Phones,39.992,1,0.2,-7.9984,2015-09-19,2015,9,-0.2,39.992,1%-20%
Standard Class,Corporate,United States,Oakland,California,94601,West,Furniture,Chairs,1159.056,9,0.2,43.4646,2015-09-19,2015,9,0.0375,128.784,1%-20%
Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Art,179.9,5,0.0,44.975,2015-09-19,2015,9,0.25,35.980000000000004,0%
First Class,Corporate,United States,Palatine,Illinois,60067,Central,Technology,Accessories,116.312,7,0.2,23.2624,2015-09-19,2015,9,0.2,16.616,1%-20%
Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,12.42,3,0.0,4.4712,2015-09-19,2015,9,0.36,4.14,0%
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,428.4,3,0.0,89.964,2015-09-19,2015,9,0.21000000000000002,142.79999999999998,0%
Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,24.75,5,0.0,10.89,2015-09-19,2015,9,0.44,4.95,0%
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,87.71,7,0.0,41.2237,2015-09-19,2015,9,0.47000000000000003,12.53,0%
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,69.52,2,0.0,17.38,2015-09-20,2015,9,0.25,34.76,0%
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,20.784,2,0.2,-4.6764,2015-09-20,2015,9,-0.225,10.392,1%-20%
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,12.816,3,0.2,4.1652,2015-09-20,2015,9,0.32499999999999996,4.272,1%-20%
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Labels,5.904,2,0.2,1.9926,2015-09-20,2015,9,0.33749999999999997,2.952,1%-20%
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Furnishings,63.824,2,0.2,9.5736,2015-09-20,2015,9,0.15000000000000002,31.912,1%-20%
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Storage,141.552,3,0.2,-26.541,2015-09-20,2015,9,-0.1875,47.184,1%-20%
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,304.9,5,0.0,143.303,2015-09-20,2015,9,0.47000000000000003,60.98,0%
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,563.24,5,0.2,56.324,2015-09-20,2015,9,0.09999999999999999,112.648,1%-20%
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Tables,661.176,2,0.4,-231.4116,2015-09-20,2015,9,-0.35,330.588,21%-40%
Standard Class,Home Office,United States,Lebanon,Tennessee,37087,South,Technology,Phones,239.976,3,0.2,17.9982,2015-09-20,2015,9,0.075,79.992,1%-20%
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,502.488,3,0.2,-87.9354,2015-09-21,2015,9,-0.17500000000000002,167.496,1%-20%
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,196.704,6,0.2,68.8464,2015-09-21,2015,9,0.35,32.784,1%-20%
Second Class,Home Office,United States,Chico,California,95928,West,Furniture,Chairs,915.136,4,0.2,102.9528,2015-09-21,2015,9,0.1125,228.784,1%-20%
Second Class,Home Office,United States,Chico,California,95928,West,Furniture,Furnishings,327.76,8,0.0,91.7728,2015-09-21,2015,9,0.28,40.97,0%
First Class,Consumer,United States,Salem,Virginia,24153,South,Furniture,Chairs,701.96,2,0.0,168.4704,2015-09-21,2015,9,0.24,350.98,0%
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,88.776,3,0.2,7.7679,2015-09-21,2015,9,0.08750000000000001,29.592,1%-20%
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,64.14,3,0.0,16.6764,2015-09-21,2015,9,0.26,21.38,0%
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,33.552,1,0.2,12.582,2015-09-21,2015,9,0.375,33.552,1%-20%
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Appliances,1737.18,6,0.0,503.7822,2015-09-21,2015,9,0.29,289.53000000000003,0%
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Storage,704.25,5,0.0,84.51,2015-09-21,2015,9,0.12000000000000001,140.85,0%
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Paper,141.76,4,0.0,66.6272,2015-09-22,2015,9,0.47000000000000003,35.44,0%
Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Binders,36.36,3,0.2,12.2715,2015-09-22,2015,9,0.3375,12.12,1%-20%
First Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Furnishings,25.83,3,0.0,9.5571,2015-09-22,2015,9,0.37000000000000005,8.61,0%
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,24.588,3,0.8,-38.1114,2015-09-22,2015,9,-1.55,8.196,61%-80%
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,13.984,2,0.2,4.7196,2015-09-22,2015,9,0.33749999999999997,6.992,1%-20%
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Phones,195.96,5,0.2,19.596,2015-09-22,2015,9,0.09999999999999999,39.192,1%-20%
Second Class,Home Office,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,74.352,3,0.2,23.235,2015-09-22,2015,9,0.3125,24.784000000000002,1%-20%
Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,6.68,1,0.0,3.2064,2015-09-22,2015,9,0.48,6.68,0%
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Supplies,17.584,7,0.2,-4.1762,2015-09-22,2015,9,-0.2375,2.512,1%-20%
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Furniture,Chairs,104.784,1,0.2,-14.4078,2015-09-22,2015,9,-0.13749999999999998,104.784,1%-20%
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Paper,47.952,3,0.2,16.7832,2015-09-23,2015,9,0.35000000000000003,15.984,1%-20%
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Furniture,Chairs,650.352,3,0.2,-97.5528,2015-09-23,2015,9,-0.15000000000000002,216.784,1%-20%
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Labels,629.184,8,0.2,228.0792,2015-09-23,2015,9,0.3625,78.648,1%-20%
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Paper,15.176,1,0.2,5.3116,2015-09-23,2015,9,0.35000000000000003,15.176,1%-20%
Standard Class,Consumer,United States,Oxnard,California,93030,West,Furniture,Furnishings,127.95,3,0.0,21.7515,2015-09-23,2015,9,0.16999999999999998,42.65,0%
Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Storage,579.51,3,0.0,81.1314,2015-09-23,2015,9,0.14,193.17,0%
Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Technology,Phones,14.99,1,0.0,7.3451,2015-09-23,2015,9,0.49000000000000005,14.99,0%
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,151.92,4,0.0,45.576,2015-09-23,2015,9,0.30000000000000004,37.98,0%
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Labels,196.62,2,0.0,96.3438,2015-09-23,2015,9,0.49,98.31,0%
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,144.12,3,0.0,69.1776,2015-09-23,2015,9,0.48,48.04,0%
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,15.96,2,0.0,7.98,2015-09-24,2015,9,0.5,7.98,0%
Second Class,Corporate,United States,Laguna Niguel,California,92677,West,Technology,Phones,39.96,5,0.2,3.4965,2015-09-24,2015,9,0.08750000000000001,7.992,1%-20%
Second Class,Corporate,United States,Laguna Niguel,California,92677,West,Office Supplies,Paper,34.08,6,0.0,15.336,2015-09-24,2015,9,0.45,5.68,0%
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,10.368,2,0.2,3.6288,2015-09-24,2015,9,0.35,5.184,1%-20%
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Binders,7.752,3,0.2,2.8101,2015-09-24,2015,9,0.3625,2.584,1%-20%
Second Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872,2015-09-24,2015,9,0.49,7.64,0%
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Machines,65.97,3,0.0,31.0059,2015-09-24,2015,9,0.47000000000000003,21.99,0%
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,33.4,5,0.0,16.032,2015-09-24,2015,9,0.48000000000000004,6.68,0%
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,210.84,4,0.0,103.3116,2015-09-24,2015,9,0.49,52.71,0%
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,13.98,1,0.0,4.0542,2015-09-24,2015,9,0.29,13.98,0%
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,272.94,3,0.0,30.0234,2015-09-25,2015,9,0.11,90.98,0%
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,19.05,5,0.0,8.9535,2015-09-25,2015,9,0.47,3.81,0%
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Appliances,247.716,4,0.1,93.5816,2015-09-25,2015,9,0.37777777777777777,61.929,1%-20%
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,66.58,2,0.0,15.9792,2015-09-25,2015,9,0.24000000000000002,33.29,0%
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,43.92,3,0.0,12.7368,2015-09-25,2015,9,0.29,14.64,0%
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,14.73,3,0.0,4.8609,2015-09-25,2015,9,0.33,4.91,0%
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,29.7,5,0.0,13.365,2015-09-25,2015,9,0.45,5.9399999999999995,0%
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,18.28,5,0.2,6.398,2015-09-25,2015,9,0.35,3.656,1%-20%
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,47.04,4,0.0,15.9936,2015-09-25,2015,9,0.34,11.76,0%
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,339.96,5,0.2,42.495,2015-09-25,2015,9,0.125,67.99199999999999,1%-20%
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,87.8,4,0.0,43.9,2015-09-26,2015,9,0.5,21.95,0%
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,221.382,2,0.1,2.4598,2015-09-26,2015,9,0.011111111111111112,110.691,1%-20%
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Machines,5199.96,4,0.0,1351.9896,2015-09-26,2015,9,0.26,1299.99,0%
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,156.512,4,0.2,-35.2152,2015-09-26,2015,9,-0.225,39.128,1%-20%
First Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,119.85,3,0.0,52.734,2015-09-26,2015,9,0.44000000000000006,39.949999999999996,0%
First Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,30.44,2,0.0,14.9156,2015-09-26,2015,9,0.49,15.22,0%
First Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,69.28,2,0.0,33.2544,2015-09-26,2015,9,0.4799999999999999,34.64,0%
First Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Phones,587.97,3,0.0,170.5113,2015-09-26,2015,9,0.29,195.99,0%
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,24.55,5,0.0,12.0295,2015-09-26,2015,9,0.49,4.91,0%
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,12.176,1,0.2,4.4138,2015-09-26,2015,9,0.3625,12.176,1%-20%
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,37.32,3,0.0,10.4496,2015-09-27,2015,9,0.28,12.44,0%
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Supplies,35.06,2,0.0,10.518,2015-09-27,2015,9,0.3,17.53,0%
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,108.4,5,0.6,-105.69,2015-09-27,2015,9,-0.975,21.68,41%-60%
Standard Class,Corporate,United States,Miami,Florida,33178,South,Technology,Phones,361.376,2,0.2,27.1032,2015-09-27,2015,9,0.07500000000000001,180.688,1%-20%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.412,1,0.7,-2.01,2015-09-27,2015,9,-0.8333333333333333,2.412,61%-80%
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,8.39,1,0.0,2.0975,2015-09-27,2015,9,0.25,8.39,0%
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,337.98,2,0.0,101.394,2015-09-27,2015,9,0.3,168.99,0%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,83.92,5,0.2,-13.637,2015-09-27,2015,9,-0.1625,16.784,1%-20%
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,19.68,5,0.2,6.888,2015-09-27,2015,9,0.35,3.936,1%-20%
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,6.48,1,0.0,3.1104,2015-09-27,2015,9,0.4799999999999999,6.48,0%
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Phones,86.352,6,0.2,8.6352,2015-09-28,2015,9,0.09999999999999999,14.392000000000001,1%-20%
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Art,56.3,2,0.0,15.764,2015-09-28,2015,9,0.28,28.15,0%
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,51.016,7,0.2,8.2901,2015-09-28,2015,9,0.1625,7.287999999999999,1%-20%
Standard Class,Consumer,United States,Renton,Washington,98059,West,Office Supplies,Binders,150.8,5,0.2,56.55,2015-09-28,2015,9,0.37499999999999994,30.160000000000004,1%-20%
Standard Class,Consumer,United States,Renton,Washington,98059,West,Technology,Machines,1039.992,1,0.2,103.9992,2015-09-28,2015,9,0.1,1039.992,1%-20%
Standard Class,Consumer,United States,Renton,Washington,98059,West,Office Supplies,Paper,51.84,8,0.0,24.8832,2015-09-28,2015,9,0.4799999999999999,6.48,0%
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Phones,41.22,1,0.0,11.1294,2015-09-28,2015,9,0.27,41.22,0%
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Supplies,240.37,1,0.0,7.2111,2015-09-28,2015,9,0.03,240.37,0%
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Phones,119.02,2,0.0,33.3256,2015-09-28,2015,9,0.28,59.51,0%
